category,text
U.S.,"MIAMI (Reuters) - Hurricane Charley battered  multimillion-dollar houses on exclusive islands off southwest  Florida, prompting an initial damage estimate of $3 billion in  one county alone, an official said on Saturday."
U.S.,"PUNTA GORDA, Fla. (Reuters) - National Guard troops in  Humvees patrolled devastated southwest Florida to prevent  looting on Saturday as rescuers searched for victims of  Hurricane Charley which killed at least 13 people, shredded  mobile homes and damaged thousands of buildings."
U.S.,"HOUSTON (Reuters) - A Texas man who confessed to murder  after seeing Mel Gibson's ""The Passion of the Christ"" was  sentenced to 75 years in prison on Friday night for strangling  his girlfriend to death."
U.S.,"NEW YORK (Reuters) - Julia Child, the grande dame of U.S.  television cooking shows whose operatic voice and irreverent  attitude brought French haute cuisine into America's humble  kitchens, died in her sleep at her California home on Friday at  the age of 91."
U.S.,"NEW ORLEANS (Reuters) - The foam that struck the space  shuttle Columbia after liftoff and led to the deaths of all  seven astronauts on board was defective, NASA said on Friday."
U.S.,"Hurricane Charley raced up the Atlantic seaboard, leaving a trail of demolished homes and forcing thousands to evacuate."
U.S.,Businessman alleged to have paid more than $1 million over the past decade to have sex with a large number of young women.
U.S.,Hurricane Charley's sudden increase in intensity and unexpected path show how difficult it remains for scientists to predict massive storms.
U.S.,Bush and Kerry turn up heat on who's fitter as commander in chief.
U.S.,"Average Americans, from truck drivers to handymen, are increasingly standing sentry."
U.S.,"Today's tools could cap emissions that contribute to global warming, study finds."
U.S.,"Three former CIA heads give advice on how to run the agency, navigate Washington politics, and stay neutral."
U.S.,"On the campaign trail, the president appears open to a major shift, which Kerry promptly pans."
U.S.,"Bush and Kerry have had to adjust their games in light of the alerts,
and the match has grown nastier"
U.S.,Members are being warned to take further precautions against al-Qaeda attacks
U.S.,An exclusive look at what investigators have discovered about al-Qaeda's plans for its next big attack
U.S.,What Do You Tell People?
U.S.,"Long the dominant faith affiliation in the U.S., Protestantism may no longer boast a majority"
U.S.,Trial takes its toll on the accuser
U.S.,"To lure swing voters and dim Kerry's convention glow, the President tries an upbeat message: his second-term agenda"
U.S.,"Devastated by doping, a sport looks to youth to revive its fortunes"
U.S.,"Why phenomenon Michael Phelps wants the hype over his gold rush to last, not just for him but for the sport itself"
U.S.,"Athens may be struggling to get ready, but for U.S. ATHLETES the preparations are over. They've competed fiercely against one another to earn the right to represent their country when the Games begin on Aug. 13. Meet some past champions and fresh faces"
World,"Reuters - Venezuelans turned out early
and in large numbers on Sunday to vote in a historic referendum
that will either remove left-wing President Hugo Chavez from
office or give him a new mandate to govern for the next two
years."
World,"Reuters - Kidnappers holding an Iranian diplomat
in Iraq will ""punish"" him within 48 hours if Iran does not
release 500 prisoners captured in its 1980-1988 war with Iraq,
Iranian state television said Sunday."
World,"Reuters - South Korean police used water cannon in
central Seoul Sunday to disperse at least 7,000 protesters
urging the government to reverse a controversial decision to
send more troops to Iraq."
World,"Reuters - Thousands of Palestinian
prisoners in Israeli jails began a hunger strike for better
conditions Sunday, but Israel's security minister said he
didn't care if they starved to death."
World,"Reuters - Pope John Paul, a sick man
among the sick, wound up a emotional visit to this miracle
shrine Sunday and struggled with iron determination to finish a
sermon in order to encourage others suffering around him."
World,"AFP - Sporadic gunfire and shelling took place overnight in the disputed Georgian region of South Ossetia in violation of a fragile ceasefire, wounding seven Georgian servicemen."
World,"AP - Dozens of Rwandan soldiers flew into Sudan's troubled Darfur region Sunday, the first foreign armed force deployed in the area since Arab militiamen began a rampage against black African farmers, killing thousands."
World,"AP - The opposition's long and bitter campaign to oust Venezuelan President Hugo Chavez finally came down to a recall referendum Sunday, with the leftist leader hoping a huge turnout among the poor will keep him in power."
World,"Reuters - Rwandan troops were airlifted on Sunday
to Sudan's Darfur as the first foreign force there, mandated to
protect observers monitoring a cease-fire between the Sudanese
government and rebels in the troubled western region."
World,"AP - A bomb exploded during an Independence Day parade in India's remote northeast Sunday, killing at least 15 people, including schoolchildren, while a rocket attack during a celebration at a school in the separatist region of Kashmir injured 17, officials said."
World,Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.
World,AFP - Australia's foreign minister will pay a rare visit to North Korea this week for talks on its nuclear programme after creating a stir here by warning a North Korean missile would be able to hit Sydney.
World,"AP - Democratic presidential candidate John Kerry does not plan to visit Florida in the aftermath of Hurricane Charley because he's concerned his campaign entourage could distract from recovery efforts, he said Saturday."
World,"AP - Trying to energize the electorate in heavily Republican western Iowa, President Bush hammered home the message Saturday that voters must keep rival John Kerry out of the White House because the Democrat will raise taxes on the middle class."
